ID;MORADOR;NUMERO_CONTROLE;BLOCO;DT_VISITA;TEMPO_TOTAL_ENTREV;IDADE;PAIS;ESTADO;CIDADE;OUTRA_CIDADE;BAIRRO_BH;REGIAO_BH;REGIONAL_ORIGEM;PRETENDERIA_VIAJAR;PERNOITE_BH;T_PERNOITE;HOSPEDAGEM;TRANSPORTE;MOTIVO_CARNAVAL;MOTIVO_OUTRO;DIAS_CARNAVAL;GASTOS_PRETENDIDOS;PESSOAS_GASTOS;ALIMENTACAO_GASTOS;TRANSPORTE_GASTOS;FANTASIAS_GASTOS;COMPRAS_GASTOS;INGRESSOS_GASTOS;OUTROS_GASTOS;HOSPEDAGEM_GASTOS;PASSEIOS_GASTOS;TOTAL_GASTOS;INDIVIDUAL_GASTOS;DIARIO_GASTOS;FONTE_CARNAVAL;PARTICIPOU_ANOSANTERIORES;EVOLUCAO;MOTIVO;EXPECTATIVAS;AVAL_GERAL;AVAL_BANHEIROS;AVAL_SEGURANCA;AVAL_PRECOS;PROXIMA_EDICAO;MOTIVO_NAO;BLOCOS_DE_RUA;EVENTOS_PRIVADOS;PALCOS;CIRCUITO_GASTRONOMICO;CITY_TOUR;VISITA_CULTURAL;NAO_SABE;PRINCIPAL_PATROCINADOR;GENERO;ESCOLARIDADE;ESTADO_CIVIL;FAIXA_DE_RENDA;TRANSP_A_PE;TRANSP_APP;TRANSP_BICICLETA;TRANSP_CAR_AMIGOS_PARENTES;TRANSP_TAXI;TRANSP_OUTROS;TRANSP_VEICULO_PROPRIO;TRANSP_VEICULO_ALUGADO;TRANSP_ONIBUS_COLETIVO;TRANSP_NS;TRANSP_METRO
249;morador;249;tchanzinho_zona_norte;01/03/2019 19:22;00:05:55;28;brasil;mg;belo_horizonte;NA;saudade;leste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;120;real;1;90;60;120;0;0;0;NA;NA;270;270;facebook;sim;melhorou;NR_NAO_SABE;superou;10;7;10;10;sim;NA;sim;NA;NA;NA;NA;NA;NA;skol;feminino;ensino_superior_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
250;morador;250;sexta_ninguem_sabe;01/03/2019 19:13;00:04:19;19;brasil;mg;belo_horizonte;NA;venda_nova;venda_nova;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;1000;real;14;100;200;0;200;0;0;NA;NA;500;350;amigos/parentes;sim;melhorou;NR_NAO_SABE;superou;10;10;10;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;masculino;ensino_medio_incompleto;solteiro;acima_de_10_sm_(rs_9.980,01);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
251;morador;251;sexta_ninguem_sabe;01/03/2019 19:18;00:03:27;61;brasil;mg;belo_horizonte;NA;serra_verde;venda_nova;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;30;real;1;0;0;0;0;0;0;NA;NA;0;0;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;superou;10;10;10;7;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_medio_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
252;morador;252;sexta_ninguem_sabe;01/03/2019 18:37;00:04:05;20;brasil;mg;belo_horizonte;NA;santo_antonio;centro-sul;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;400;real;1;200;0;50;0;0;0;NA;NA;250;250;amigos/parentes;sim;melhorou;NR_NAO_SABE;nao_satisfez_decepcionou;7;5;3;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;masculino;ensino_superior_completo;solteiro;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
253;morador;253;sexta_ninguem_sabe;01/03/2019 19:03;00:04:05;21;brasil;mg;belo_horizonte;NA;buritis;oeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;300;real;1;40;20;40;0;100;0;NA;NA;200;200;facebook;sim;melhorou;NR_NAO_SABE;superou;7;4;8;7;sim;NA;NA;sim;NA;NA;NA;NA;NA;prefeitura;feminino;ensino_superior_incompleto;solteiro;acima_de_10_sm_(rs_9.980,01);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
254;morador;254;sexta_ninguem_sabe;01/03/2019 18:32;00:04:28;38;brasil;mg;belo_horizonte;NA;santa_ines;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;200;real;2;20;5;300;0;0;0;NA;NA;325;10;www.carnavaldebelohorizonte.com.br;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nao_satisfez_decepcionou;9;3;7;7;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;masculino;ensino_superior_completo;casado;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
255;morador;255;sexta_ninguem_sabe;01/03/2019 19:08;00:04:07;35;brasil;mg;belo_horizonte;NA;alto_barroca;oeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;300;real;2;150;150;5;0;0;0;NA;NA;305;75;www.carnavaldebelohorizonte.com.br;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;superou;9;8;9;nr_nao_sabe;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;feminino;pos-graduacao/mestrado/doutorado/mba;casado;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
256;morador;256;sexta_ninguem_sabe;01/03/2019 19:22;00:03:55;23;brasil;mg;belo_horizonte;NA;serra;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;600;real;4;0;0;30;0;0;0;NA;NA;30;7.5;divulgacao_em_jornais,_radio_e_tv;sim;melhorou;NR_NAO_SABE;superou;10;5;10;9;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;masculino;ensino_medio_completo;solteiro;ate_1_sm_(rs_998,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
257;morador;257;sexta_ninguem_sabe;01/03/2019 19:27;00:04:11;27;brasil;mg;belo_horizonte;NA;vila_paris;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;600;real;1;20;40;100;0;0;0;NA;NA;160;160;www.carnavaldebelohorizonte.com.br;nao;NR_NAO_SABE;NR_NAO_SABE;nr_nao_sabe;9;5;8;1;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;feminino;ensino_superior_completo;solteiro;nao_possui_renda;outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
258;morador;258;sexta_ninguem_sabe;01/03/2019 18:59;00:03:56;55;brasil;mg;belo_horizonte;NA;alto_dos_pinheiros;noroeste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;200;real;2;60;60;150;0;0;0;NA;NA;270;135;whatsapp;sim;melhorou;NR_NAO_SABE;superou;9;10;10;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;amigado;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
259;morador;259;lindo_bloco_do_amor;01/03/2019 17:25;0.004733796;23;brasil;mg;belo_horizonte;NA;floresta;leste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;250;real;1;200;0;30;0;0;0;NA;NA;230;230;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_em_parte;6;10;5;10;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;feminino;ensino_medio_completo;solteiro;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
260;morador;260;lindo_bloco_do_amor;01/03/2019 18:32;00:08:16;38;brasil;mg;contagem;NA;NA;NA;rmbh;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;3;1000;real;1;nr_nao_sabe;0;0;0;0;nr_nao_sabe;NA;NA;0;0;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;8;5;8;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;masculino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;metro
261;morador;261;lindo_bloco_do_amor;01/03/2019 19:09;00:06:33;53;brasil;mg;belo_horizonte;NA;centro;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;200;real;2;150;0;0;0;0;0;NA;NA;150;75;amigos/parentes;nao;NR_NAO_SABE;NR_NAO_SABE;nr_nao_sabe;nr_nao_sabe;5;7;7;nr_nao_sabe;NA;NA;NA;NA;NA;NA;NA;sim;skol;masculino;ensino_superior_completo;divorciado;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
262;morador;262;lindo_bloco_do_amor;01/03/2019 19:04;00:03:40;23;brasil;mg;belo_horizonte;NA;sao_berrdo;norte;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;100;real;2;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;0;0;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_plenamente;10;6;10;5;sim;NA;NA;NA;sim;NA;NA;NA;NA;nr_nao_sabe;masculino;ensino_superior_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
263;morador;263;lindo_bloco_do_amor;01/03/2019 19:23;00:03:19;29;brasil;mg;belo_horizonte;NA;sao_lucas;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;3;200;real;1;200;50;0;0;0;0;NA;NA;250;250;facebook;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_em_parte;9;9;5;5;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;feminino;ensino_medio_completo;solteiro;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
264;morador;264;lindo_bloco_do_amor;01/03/2019 17:51;00:17:45;18;brasil;mg;belo_horizonte;NA;concordia;nordeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;100;real;1;80;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;80;80;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_plenamente;10;10;10;10;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;masculino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
265;morador;265;lindo_bloco_do_amor;01/03/2019 19:33;00:03:48;18;brasil;mg;vespasiano;NA;NA;NA;rmbh;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;3;150;real;1;80;0;0;0;0;0;NA;NA;80;80;facebook;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nr_nao_sabe;8;5;5;5;sim;NA;NA;NA;NA;NA;NA;NA;sim;skol;feminino;ensino_medio_completo;solteiro;nr_nao_sabe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
266;morador;266;lindo_bloco_do_amor;01/03/2019 19:44;00:03:10;20;brasil;mg;ribeirao_das_neves;NA;NA;NA;rmbh;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;300;real;2;250;nr_nao_sabe;0;0;0;0;NA;NA;250;125;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_em_parte;5;5;5;5;sim;NA;NA;NA;sim;NA;NA;NA;NA;prefeitura;masculino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
267;morador;267;lindo_bloco_do_amor;01/03/2019 17:45;00:05:23;37;brasil;mg;belo_horizonte;NA;trevo;pampulha;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;600;real;1;600;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;NA;NA;600;600;outros_sites;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_plenamente;5;5;7;6;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;masculino;ensino_superior_completo;solteiro;nr_nao_sabe;outra_opcao;outra_opcao;outra_opcao;carro_de_amigos_ou_parentes;outra_opcao;outra_opcao;veiculo_proprio;outra_opcao;outra_opcao;outra_opcao;outra_opcao
268;morador;268;lindo_bloco_do_amor;01/03/2019 18:58;00:06:04;28;brasil;mg;belo_horizonte;NA;floramar;norte;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;50;real;2;50;20;0;0;0;0;NA;NA;70;35;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;8;9;8;sim;NA;NA;sim;sim;NA;NA;NA;NA;amstel;feminino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;metro
269;morador;269;lindo_bloco_do_amor;01/03/2019 19:37;00:03:09;35;brasil;mg;belo_horizonte;NA;pompeia;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;100;real;1;100;0;0;0;0;0;NA;NA;100;100;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nr_nao_sabe;10;10;10;10;nr_nao_sabe;NA;NA;NA;sim;NA;NA;NA;NA;amstel;masculino;ensino_superior_completo;solteiro;entre_5_sm_e_7_sm_(rs_4.990,01_a_rs_6.986,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;metro
270;morador;270;lindo_bloco_do_amor;01/03/2019 18:15;0.004502315;36;brasil;mg;belo_horizonte;NA;santa_tereza;leste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;400;real;2;400;nr_nao_sabe;nr_nao_sabe;0;nr_nao_sabe;nr_nao_sabe;NA;NA;400;200;outros_sites;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;10;10;8;10;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;feminino;ensino_medio_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
271;morador;271;lindo_bloco_do_amor;01/03/2019 19:17;00:05:01;22;brasil;mg;contagem;NA;NA;NA;rmbh;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;500;real;2;400;nr_nao_sabe;0;0;0;0;NA;NA;400;200;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nr_nao_sabe;7;9;5;5;sim;NA;NA;NA;sim;NA;NA;NA;NA;amstel;masculino;ensino_medio_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;metro
272;morador;272;lindo_bloco_do_amor;01/03/2019 20:02;00:03:41;56;brasil;mg;belo_horizonte;NA;liberdade;pampulha;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;100;real;1;50;0;0;0;0;0;NA;NA;50;50;amigos/parentes;sim;melhorou;NR_NAO_SABE;atendeu_plenamente;10;5;4;7;sim;NA;NA;NA;sim;NA;NA;NA;NA;skol;feminino;ensino_superior_completo;divorciado;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
273;morador;273;sexta_ninguem_sabe;01/03/2019 19:57;00:06:11;38;brasil;mg;belo_horizonte;NA;padre_eustaquio;noroeste;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;250;real;4;100;50;0;0;0;0;NA;NA;150;25;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;superou;7;10;9;5;sim;NA;sim;NA;sim;NA;NA;NA;NA;prefeitura;feminino;ensino_medio_completo;casado;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
274;morador;274;sexta_ninguem_sabe;01/03/2019 19:32;00:05:52;33;brasil;mg;belo_horizonte;NA;lourdes;centro-sul;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;2;300;real;1;250;50;0;0;0;0;NA;NA;300;300;facebook;nao;NR_NAO_SABE;NR_NAO_SABE;atendeu_plenamente;9;9;9;8;nao;mora_longe;NA;NA;NA;NA;NA;NA;NA;skol;feminino;pos-graduacao/mestrado/doutorado/mba;solteiro;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
275;morador;275;sexta_ninguem_sabe;01/03/2019 19:38;0.003298611;35;brasil;mg;belo_horizonte;NA;santo_antonio;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;4;500;real;3;500;120;200;0;0;0;NA;NA;820;167;amigos/parentes;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;indiferente;8;10;10;5;sim;NA;NA;sim;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;solteiro;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
276;morador;276;sexta_ninguem_sabe;01/03/2019 20:03;00:08:24;28;brasil;mg;belo_horizonte;NA;salgado_filho;oeste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;5;150;real;1;150;70;5;0;0;0;NA;NA;225;225;outros_sites;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;atendeu_em_parte;10;nr_nao_sabe;8;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;skol;feminino;ensino_superior_completo;solteiro;acima_de_10_sm_(rs_9.980,01);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
277;morador;277;sexta_ninguem_sabe;01/03/2019 19:49;00:07:42;28;brasil;mg;belo_horizonte;NA;santa_ines;leste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;50;real;1;0;48;0;0;0;0;NA;NA;48;48;www.carnavaldebelohorizonte.com.br;sim;melhorou;NR_NAO_SABE;superou;10;9;10;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;outro;ensino_superior_completo;solteiro;ate_1_sm_(rs_998,00);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
278;morador;278;sexta_ninguem_sabe;01/03/2019 20:00;00:05:59;22;brasil;mg;belo_horizonte;NA;dom_cabral;noroeste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;250;real;1;100;48;0;0;0;0;NA;NA;148;148;facebook;sim;melhorou;NR_NAO_SABE;superou;10;5;7;6;sim;NA;NA;NA;NA;NA;NA;NA;NA;nr_nao_sabe;feminino;ensino_superior_completo;solteiro;entre_3_sm_e_5_sm_(rs_2.994,01_a_rs_4.990,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
279;morador;279;sexta_ninguem_sabe;01/03/2019 19:36;00:07:06;38;brasil;mg;belo_horizonte;NA;alto_dos_pinheiros;noroeste;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;1;30;real;1;0;30;0;0;0;0;NA;NA;30;30;nr_nao_sabe;sim;melhorou;NR_NAO_SABE;superou;nr_nao_sabe;nr_nao_sabe;9;10;sim;NA;NA;NA;NA;NA;NA;NA;NA;prefeitura;masculino;ensino_superior_completo;solteiro;entre_7_sm_e_10_sm_(rs_6.986,01_a_rs_9.980,00);outra_opcao;aplicativos_(uber_cabify_99);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
280;morador;280;sexta_ninguem_sabe;01/03/2019 20:07;00:03:29;39;brasil;mg;belo_horizonte;NA;lourdes;centro-sul;belo_horizonte;sim;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;500;real;1;0;60;0;0;0;0;NA;NA;60;60;whatsapp;nao;NR_NAO_SABE;NR_NAO_SABE;nao_satisfez_decepcionou;8;nr_nao_sabe;9;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;masculino;pos-graduacao/mestrado/doutorado/mba;solteiro;acima_de_10_sm_(rs_9.980,01);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
281;morador;281;sexta_ninguem_sabe;01/03/2019 20:11;00:04:05;24;brasil;mg;belo_horizonte;NA;flavio_marques_lisboa;barreiro;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;500;real;2;100;100;0;0;0;0;NA;NA;200;100;outros_aplicativos;sim;nem_melhorou_nem_piorou;NR_NAO_SABE;nao_satisfez_decepcionou;7;7;7;8;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;masculino;ensino_superior_completo;solteiro;entre_1_sm_e_3_sm_(rs_998,01_a_rs_2.994,00);outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;onibus_coletivo;outra_opcao;outra_opcao
282;morador;282;sexta_ninguem_sabe;01/03/2019 20:24;00:03:18;49;brasil;mg;belo_horizonte;NA;lourdes;centro-sul;belo_horizonte;nao;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;nr_nao_sabe;6;500;real;2;200;200;100;0;0;0;NA;NA;500;250;instagram;sim;melhorou;NR_NAO_SABE;superou;9;7;8;6;sim;NA;NA;NA;NA;NA;NA;NA;NA;populacao;feminino;pos-graduacao/mestrado/doutorado/mba;casado;acima_de_10_sm_(rs_9.980,01);a_pe;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao;outra_opcao
